Name: CCTV-1, URL: http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-10, URL: http://www.douzhicloud.site:35455/gaoma/cctv10.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-10, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv10.m3u8$订阅源, Date: None, Delay: 144 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-10, URL: http://wab201.win:35455/gaoma/cctv10.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-10, URL: http://hulun.top:35455/gaoma/cctv10.m3u8$订阅源, Date: None, Delay: 198 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-10, URL: http://59.173.243.210:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-10, URL: http://58.19.38.162:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: CCTV-10, URL: http://39.164.160.249:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-11, URL: http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-11, URL: http://220.249.114.102:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-11, URL: http://139.196.151.191:2051/rtp/239.45.1.196:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-11, URL: http://139.129.231.228:3529/rtp/239.21.2.2:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-11, URL: http://139.129.231.228:3529/rtp/239.21.1.12:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-11, URL: http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-11, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv11.m3u8$订阅源, Date: None, Delay: 144 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-11, URL: http://www.douzhicloud.site:35455/gaoma/cctv11.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-11, URL: http://wab201.win:35455/gaoma/cctv11.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-11, URL: http://hulun.top:35455/gaoma/cctv11.m3u8$订阅源, Date: None, Delay: 198 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-11, URL: http://59.173.243.210:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-11, URL: http://58.19.38.162:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: CCTV-11, URL: http://39.164.160.249:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-11, URL: http://8.138.47.46:35455/gaoma/cctv11.m3u8$订阅源, Date: None, Delay: 1279 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-12, URL: http://220.249.114.102:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-12, URL: http://139.196.151.191:2051/rtp/239.45.3.10:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://139.129.231.228:3529/rtp/239.21.1.156:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-12, URL: http://61.136.172.236:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://www.douzhicloud.site:35455/gaoma/cctv12.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-12, URL: http://8.138.47.46:35455/gaoma/cctv12.m3u8$订阅源, Date: None, Delay: 1279 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-12, URL: http://wab201.win:35455/gaoma/cctv12.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-12, URL: http://hulun.top:35455/gaoma/cctv12.m3u8$订阅源, Date: None, Delay: 198 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://59.173.243.210:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://58.19.38.162:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: CCTV-12, URL: http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-13, URL: http://220.249.114.102:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-13, URL: http://116.128.242.83:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-13, URL: http://139.196.151.191:2051/rtp/239.45.1.198:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-13, URL: http://139.129.231.228:3529/rtp/239.21.2.3:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-13, URL: http://219.145.93.74:9999/tsfile/live/0013_1.m3u8$订阅源, Date: None, Delay: 851 ms, Speed: 0.08 M/s, Resolution: 720x576
Name: CCTV-13, URL: http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-13, URL: http://8.138.47.46:35455/gaoma/cctv13.m3u8$订阅源, Date: None, Delay: 1279 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-13, URL: http://www.douzhicloud.site:35455/gaoma/cctv13.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-13, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv13.m3u8$订阅源, Date: None, Delay: 144 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-13, URL: http://wab201.win:35455/gaoma/cctv13.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-13, URL: http://58.221.214.82:9901/tsfile/live/0013_1.m3u8$订阅源, Date: None, Delay: 1274 ms, Speed: 0.18 M/s, Resolution: 1920x1080
Name: CCTV-13, URL: http://59.173.243.210:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-13, URL: http://58.19.38.162:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: CCTV-13, URL: http://39.164.160.249:9901/tsfile/live/0013_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-14, URL: http://220.249.114.102:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-14, URL: http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-14, URL: http://139.196.151.191:2051/rtp/239.45.3.23:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-14, URL: http://139.129.231.228:3529/rtp/239.21.1.157:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-14, URL: http://139.129.231.228:3529/rtp/239.21.1.15:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-14, URL: http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-14, URL: http://8.138.47.46:35455/gaoma/cctv14.m3u8$订阅源, Date: None, Delay: 1279 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-14, URL: http://www.douzhicloud.site:35455/gaoma/cctv14.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-14, URL: http://wab201.win:35455/gaoma/cctv14.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-14, URL: http://hulun.top:35455/gaoma/cctv14.m3u8$订阅源, Date: None, Delay: 198 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-14, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv14.m3u8$订阅源, Date: None, Delay: 144 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-14, URL: http://59.173.243.210:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-14, URL: http://58.19.38.162:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: CCTV-14, URL: http://39.164.160.249:9901/tsfile/live/0014_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-15, URL: http://220.249.114.102:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-15, URL: http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-15, URL: http://139.196.151.191:2051/rtp/239.45.1.200:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-15, URL: http://139.129.231.228:3529/rtp/239.21.2.4:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-15, URL: http://139.129.231.228:3529/rtp/239.21.1.16:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-15, URL: http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-15, URL: http://www.douzhicloud.site:35455/gaoma/cctv15.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-15, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv15.m3u8$订阅源, Date: None, Delay: 144 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-15, URL: http://8.138.47.46:35455/gaoma/cctv15.m3u8$订阅源, Date: None, Delay: 1279 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-15, URL: http://hulun.top:35455/gaoma/cctv15.m3u8$订阅源, Date: None, Delay: 198 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-15, URL: http://59.173.243.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-15, URL: http://58.19.38.162:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: CCTV-16, URL: http://139.129.231.228:3529/rtp/239.21.2.51:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-16, URL: http://202.100.46.58:9901/tsfile/live/1016_1.m3u8$订阅源, Date: None, Delay: 224 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: CCTV-16, URL: http://58.17.48.228:808/hls/25/index.m3u8$订阅源, Date: None, Delay: 418 ms, Speed: 0.19 M/s, Resolution: 1920x1080
Name: CCTV-16, URL: http://58.17.116.69:9908/tsfile/live/0001_17.m3u8$订阅源, Date: None, Delay: 1037 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-16, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv16.m3u8$订阅源, Date: None, Delay: 144 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-16, URL: http://8.138.47.46:35455/gaoma/cctv16.m3u8$订阅源, Date: None, Delay: 1279 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-16, URL: http://www.douzhicloud.site:35455/gaoma/cctv16.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-16, URL: http://wab201.win:35455/gaoma/cctv16.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-16, URL: http://59.173.243.210:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-17, URL: http://139.129.231.228:3529/rtp/239.21.1.186:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-17, URL: http://139.129.231.228:3529/rtp/239.21.1.206:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-17, URL: http://58.17.116.69:9908/tsfile/live/0001_18.m3u8$订阅源, Date: None, Delay: 1037 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-17, URL: http://8.138.47.46:35455/gaoma/cctv17.m3u8$订阅源, Date: None, Delay: 1279 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-17, URL: http://www.douzhicloud.site:35455/gaoma/cctv17.m3u8$订阅源, Date: None, Delay: 769 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-17, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv17.m3u8$订阅源, Date: None, Delay: 144 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-17, URL: http://wab201.win:35455/gaoma/cctv17.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-17, URL: http://hulun.top:35455/gaoma/cctv17.m3u8$订阅源, Date: None, Delay: 198 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-17, URL: http://59.173.243.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: CETV1, URL: http://139.129.231.228:3529/rtp/239.21.2.7:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CETV2, URL: http://139.129.231.228:3529/rtp/239.21.2.8:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: CETV4, URL: http://139.129.231.228:3529/rtp/239.21.1.222:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: 第一剧场, URL: http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: 风云足球, URL: http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: 广东卫视, URL: http://220.249.114.102:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: 广东卫视, URL: http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: 广东卫视, URL: http://139.196.151.191:2051/rtp/239.45.3.230:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: 广东卫视, URL: http://139.129.231.228:3529/rtp/239.21.1.92:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: 广东卫视, URL: http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: 广东卫视, URL: http://58.221.214.82:9901/tsfile/live/0125_1.m3u8$订阅源, Date: None, Delay: 1274 ms, Speed: 0.18 M/s, Resolution: 1920x1080
Name: 广东卫视, URL: http://111.61.236.247:9081/hls/43/index.m3u8$订阅源, Date: None, Delay: 278 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: 广东卫视, URL: http://59.173.243.210:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: 广东卫视, URL: http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: 广东卫视, URL: http://39.164.160.249:9901/tsfile/live/0125_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: 广东卫视, URL: http://202.100.46.58:9901/tsfile/live/1023_1.m3u8$订阅源, Date: None, Delay: 224 ms, Speed: 0.12 M/s, Resolution: None
Name: 浙江卫视, URL: http://116.128.242.83:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: 浙江卫视, URL: http://220.249.114.102:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: 浙江卫视, URL: http://139.196.151.191:2051/rtp/239.45.3.178:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: 浙江卫视, URL: http://139.129.231.228:3529/rtp/239.21.1.90:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: 浙江卫视, URL: http://219.145.93.74:9999/tsfile/live/1005_1.m3u8$订阅源, Date: None, Delay: 851 ms, Speed: 0.08 M/s, Resolution: 720x576
Name: 浙江卫视, URL: http://202.100.46.58:9901/tsfile/live/1021_1.m3u8$订阅源, Date: None, Delay: 224 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: 浙江卫视, URL: http://61.136.172.236:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: 浙江卫视, URL: http://58.221.214.82:9901/tsfile/live/0124_1.m3u8$订阅源, Date: None, Delay: 1274 ms, Speed: 0.18 M/s, Resolution: 1920x1080
Name: 浙江卫视, URL: http://59.173.243.210:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: 浙江卫视, URL: http://58.19.38.162:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: 浙江卫视, URL: http://58.17.48.228:808/hls/32/index.m3u8$订阅源, Date: None, Delay: 418 ms, Speed: 0.19 M/s, Resolution: 1920x1080
Name: 湖南卫视, URL: http://220.249.114.102:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: 湖南卫视, URL: http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: 湖南卫视, URL: http://139.196.151.191:2051/rtp/239.45.3.228:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: 湖南卫视, URL: http://139.129.231.228:3529/rtp/239.21.1.158:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: 湖南卫视, URL: http://61.136.172.236:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: 湖南卫视, URL: http://202.100.46.58:9901/tsfile/live/1019_1.m3u8$订阅源, Date: None, Delay: 224 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: 湖南卫视, URL: http://59.173.243.210:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: 湖南卫视, URL: http://58.19.38.162:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: 湖南卫视, URL: http://39.164.160.249:9901/tsfile/live/0128_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: 湖南卫视, URL: http://58.17.48.228:808/hls/31/index.m3u8$订阅源, Date: None, Delay: 418 ms, Speed: 0.19 M/s, Resolution: 1920x1080
Name: 湖南卫视, URL: http://itms4.sdlk.vip:6721/hls/252/index.m3u8$订阅源, Date: None, Delay: 2211 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: 北京卫视, URL: http://116.128.242.83:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: 北京卫视, URL: http://220.249.114.102:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: 北京卫视, URL: http://139.196.151.191:2051/rtp/239.45.3.229:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: 北京卫视, URL: http://139.129.231.228:3529/rtp/239.21.1.88:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: 北京卫视, URL: http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: 北京卫视, URL: http://59.173.243.210:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: 北京卫视, URL: http://58.19.38.162:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
Name: 北京卫视, URL: http://39.164.160.249:9901/tsfile/live/0122_1.m3u8$订阅源, Date: None, Delay: 2193 ms, Speed: 0.18 M/s, Resolution: None
Name: 湖北卫视, URL: http://116.128.242.83:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 300 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: 湖北卫视, URL: http://220.249.114.102:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 190 ms, Speed: 0.01 M/s, Resolution: None
Name: 湖北卫视, URL: http://139.196.151.191:2051/rtp/239.45.3.239:5140$上海电信组播源, Date: 2024-03-01, Delay: 979 ms, Speed: 0.01 M/s, Resolution: None
Name: 湖北卫视, URL: http://139.129.231.228:3529/rtp/239.21.1.163:5002$山东电信组播源, Date: 2024-02-06, Delay: 200 ms, Speed: 0.13 M/s, Resolution: None
Name: 湖北卫视, URL: http://202.100.46.58:9901/tsfile/live/1025_1.m3u8$订阅源, Date: None, Delay: 224 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: 湖北卫视, URL: http://61.136.172.236:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1280 ms, Speed: 0.01 M/s, Resolution: None
Name: 湖北卫视, URL: http://58.221.214.82:9901/tsfile/live/0132_1.m3u8$订阅源, Date: None, Delay: 1274 ms, Speed: 0.18 M/s, Resolution: 1920x1080
Name: 湖北卫视, URL: http://36.32.174.67:60080/newlive/live/hls/28/live.m3u8$订阅源, Date: None, Delay: 679 ms, Speed: 0.11 M/s, Resolution: 1920x1080
Name: 湖北卫视, URL: http://59.173.243.210:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 3246 ms, Speed: 0.03 M/s, Resolution: None
Name: 湖北卫视, URL: http://58.19.38.162:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 186 ms, Speed: 0.13 M/s, Resolution: 720x576
